member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
casual,electric_bike,2,9,17,1462,16.37
member,electric_bike,2,9,21,654,11.85
member,classic_bike,4,9,15,1259,12.31
member,classic_bike,5,9,6,767,11.73
member,classic_bike,5,9,7,1678,12.11
casual,electric_bike,5,9,14,669,17.31
member,electric_bike,5,9,17,2713,11.99
member,classic_bike,5,9,18,2230,13.6
member,electric_bike,5,9,23,313,9.43
casual,electric_bike,6,9,1,123,11.58
member,classic_bike,6,9,6,620,11.28
member,classic_bike,6,9,8,1455,11.16
member,classic_bike,6,9,11,941,12.16
member,classic_bike,6,9,18,1804,15.69
member,electric_bike,6,9,19,1084,11.45
member,classic_bike,6,9,20,722,14.3
member,classic_bike,7,9,8,592,13.94
member,electric_bike,7,9,12,1089,12.53
member,classic_bike,7,9,18,1125,14.15
member,classic_bike,7,9,20,513,15.31
casual,electric_bike,1,9,6,113,15.09
member,electric_bike,1,9,13,1010,14.28
member,electric_bike,1,9,15,1130,12.82
member,electric_bike,2,9,9,858,8.87
member,classic_bike,2,9,13,1388,13.64
member,electric_bike,3,9,16,2996,11.64
casual,classic_bike,3,9,19,739,23.56
member,electric_bike,4,9,9,872,9.7
member,classic_bike,5,9,11,892,11.35
member,electric_bike,6,9,12,1094,10.39
casual,electric_bike,6,9,13,859,16.34
casual,electric_bike,6,9,16,1302,15.41
member,classic_bike,7,9,6,196,18.74
member,classic_bike,7,9,7,323,14.41
casual,electric_bike,7,9,13,1291,19.18
casual,electric_bike,1,9,11,1005,19.78
member,electric_bike,1,9,14,976,13.48
member,classic_bike,2,9,1,49,11.2
member,classic_bike,2,9,10,1039,12.97
casual,classic_bike,2,9,11,884,37.55
member,electric_bike,3,9,10,521,10.6
member,electric_bike,3,9,14,1054,11.08
casual,electric_bike,3,9,20,497,12.67
member,classic_bike,4,9,14,962,11.74
member,classic_bike,4,9,16,2077,12.56
member,classic_bike,5,9,20,901,13.4
member,electric_bike,5,9,22,504,10.06
member,classic_bike,6,9,7,1230,11.53
casual,classic_bike,6,9,21,393,27.37
member,electric_bike,6,9,23,390,11.86
member,electric_bike,7,9,0,307,10.1
casual,electric_bike,7,9,10,824,20.3
member,classic_bike,1,9,9,949,13.86
casual,classic_bike,1,9,12,1357,36.54
casual,classic_bike,1,9,19,571,32.02
member,classic_bike,1,9,21,374,12.67
casual,classic_bike,2,9,8,399,26.74
casual,electric_bike,2,9,12,903,18.82
casual,electric_bike,3,9,5,98,7.8
casual,electric_bike,3,9,6,344,7.77
casual,electric_bike,3,9,7,623,9.38
member,classic_bike,3,9,9,1328,11.81
casual,electric_bike,3,9,18,1204,13.37
member,classic_bike,3,9,21,905,13.21
casual,electric_bike,4,9,12,456,13.74
member,electric_bike,5,9,0,89,10.84
casual,electric_bike,5,9,1,84,8.39
member,classic_bike,5,9,8,2012,11.04
casual,electric_bike,7,9,14,1260,18.99
casual,electric_bike,7,9,16,1325,18.63
member,electric_bike,7,9,19,721,11.85
casual,classic_bike,1,9,0,310,21.52
member,electric_bike,1,9,1,188,9.56
casual,electric_bike,1,9,8,295,17.59
casual,electric_bike,1,9,18,1038,16.26
member,electric_bike,2,9,4,71,9.62
casual,classic_bike,4,10,12,403,23.35
member,electric_bike,4,10,16,2665,10.99
casual,classic_bike,5,10,15,712,25.08
member,classic_bike,5,10,17,3168,13.31
member,classic_bike,6,10,12,1314,13.92
casual,classic_bike,6,10,14,794,27.83
member,classic_bike,6,10,17,2418,14.44
member,classic_bike,7,10,12,1481,15.07
casual,classic_bike,7,10,15,1330,32.12
member,classic_bike,7,10,19,674,12.99
member,classic_bike,1,10,16,1398,18.51
casual,electric_bike,1,10,19,425,13.6
member,classic_bike,2,10,9,982,10.31
member,electric_bike,2,10,14,779,10.58
member,electric_bike,2,10,15,1135,10.99
casual,electric_bike,2,10,18,525,11.38
member,classic_bike,2,10,21,466,13.59
member,classic_bike,3,10,13,846,10.93
member,classic_bike,3,10,16,1869,12.14
member,electric_bike,3,10,21,469,9.38
member,electric_bike,4,10,13,944,9.72
member,electric_bike,4,10,15,1596,10.56
member,classic_bike,4,10,21,718,14.2
member,classic_bike,5,10,12,1326,10.94
casual,classic_bike,5,10,13,549,32.18
casual,classic_bike,5,10,14,564,25.72
member,classic_bike,5,10,23,321,15.75
member,electric_bike,6,10,8,1724,8.96
casual,electric_bike,6,10,9,459,11.2
member,electric_bike,6,10,11,897,10.0
casual,classic_bike,6,10,13,877,28.83
member,electric_bike,6,10,18,1680,11.39
member,classic_bike,6,10,19,1249,16.27
casual,classic_bike,7,10,10,1048,31.5
member,classic_bike,7,10,17,1213,14.84
member,electric_bike,7,10,20,405,10.76
member,electric_bike,1,10,4,56,8.75
casual,classic_bike,1,10,7,346,67.18
casual,classic_bike,1,10,8,467,40.04
casual,classic_bike,1,10,11,1153,40.09
casual,electric_bike,1,10,12,870,18.71
member,electric_bike,2,10,13,672,9.63
casual,classic_bike,2,10,17,684,17.69
member,electric_bike,3,10,9,599,9.12
casual,electric_bike,3,10,12,349,12.5
member,classic_bike,3,10,15,1207,12.31
casual,classic_bike,3,10,18,395,15.23
member,classic_bike,4,10,9,1164,10.28
member,electric_bike,5,10,6,947,8.96
member,electric_bike,5,10,18,2075,11.0
member,classic_bike,5,10,19,1478,11.35
member,classic_bike,6,10,0,151,13.08
member,electric_bike,6,10,6,691,7.65
casual,electric_bike,6,10,21,550,12.64
member,classic_bike,6,10,23,361,12.61
member,classic_bike,1,10,13,1229,17.77
member,electric_bike,2,10,16,1843,10.65
member,classic_bike,3,10,10,624,11.74
member,electric_bike,4,10,10,572,9.13
casual,classic_bike,7,10,14,1434,28.66
casual,classic_bike,7,10,16,1225,27.54
member,classic_bike,1,10,15,1393,17.24
casual,classic_bike,1,10,20,215,26.89
casual,classic_bike,2,10,19,271,23.11
member,electric_bike,5,10,7,2088,9.17
member,electric_bike,6,10,7,1275,8.93
member,electric_bike,7,11,14,860,11.45
member,electric_bike,7,11,16,785,11.91
member,classic_bike,1,11,12,842,12.35
member,electric_bike,1,11,20,242,10.31
member,classic_bike,1,11,23,88,8.97
member,classic_bike,2,11,6,425,12.56
member,classic_bike,2,11,7,910,14.72
member,classic_bike,2,11,8,1165,15.7
casual,electric_bike,2,11,15,322,10.32
member,electric_bike,2,11,17,1415,10.33
member,classic_bike,2,11,18,1084,12.07
member,classic_bike,2,11,20,438,11.57
member,electric_bike,3,11,7,1062,8.5
member,electric_bike,3,11,8,1368,8.72
casual,electric_bike,3,11,21,143,9.22
member,classic_bike,4,11,6,511,14.33
member,classic_bike,4,11,11,601,12.54
casual,electric_bike,4,11,13,217,10.08
member,classic_bike,5,11,4,27,11.44
casual,classic_bike,5,11,17,265,13.85
member,electric_bike,6,11,13,795,10.48
member,electric_bike,6,11,15,1086,10.9
member,electric_bike,7,11,15,863,11.82
member,electric_bike,1,11,18,494,9.66
member,electric_bike,2,11,19,493,8.64
member,electric_bike,3,11,11,377,9.76
casual,classic_bike,3,11,15,198,24.16
member,classic_bike,3,11,19,743,16.14
member,classic_bike,4,11,18,1128,14.64
member,electric_bike,5,11,16,1357,10.89
member,electric_bike,6,11,14,781,10.3
member,electric_bike,6,11,16,1308,11.73
member,classic_bike,7,11,9,767,13.94
casual,electric_bike,7,11,18,408,12.94
casual,classic_bike,7,11,19,281,23.28
member,electric_bike,1,11,8,240,9.52
member,electric_bike,3,11,6,466,7.49
member,classic_bike,4,11,7,1077,12.25
member,classic_bike,4,11,20,502,18.17
casual,electric_bike,5,11,7,252,6.46
member,classic_bike,5,11,9,698,9.24
member,electric_bike,5,11,10,347,8.66
member,electric_bike,5,11,13,541,9.05
casual,classic_bike,1,11,10,349,34.85
member,electric_bike,1,11,11,695,11.32
casual,classic_bike,1,11,14,445,30.96
member,classic_bike,1,11,17,704,14.29
member,classic_bike,3,11,12,703,9.36
member,electric_bike,3,11,20,492,9.61
casual,classic_bike,5,11,0,43,33.79
casual,electric_bike,6,11,8,242,8.64
member,classic_bike,4,12,12,367,10.41
member,electric_bike,6,12,9,282,7.32
member,classic_bike,6,12,13,302,10.77
member,classic_bike,6,12,16,473,14.95
member,electric_bike,2,12,8,546,7.87
member,classic_bike,3,12,8,689,13.94
member,classic_bike,3,12,18,583,20.65
casual,classic_bike,5,12,6,13,6.08
member,electric_bike,5,12,9,300,8.02
member,classic_bike,5,12,14,216,12.33
member,classic_bike,5,12,15,318,11.49
member,classic_bike,7,12,14,333,12.84
member,electric_bike,2,12,5,115,6.37
member,electric_bike,3,12,23,85,13.66
member,classic_bike,4,12,17,730,15.43
member,classic_bike,4,12,22,110,11.1
member,classic_bike,5,12,13,237,11.41
member,classic_bike,6,12,10,206,10.16
casual,electric_bike,6,12,22,48,6.9
member,classic_bike,7,12,10,246,10.59
casual,electric_bike,7,12,17,126,9.98
member,electric_bike,1,12,0,77,10.36
member,classic_bike,1,12,8,74,12.77
member,classic_bike,2,12,19,270,10.28
member,classic_bike,2,12,22,90,15.36
casual,classic_bike,6,12,18,75,10.35
casual,classic_bike,7,12,18,110,15.9
member,electric_bike,2,12,7,459,8.36
member,electric_bike,4,12,6,317,7.23
member,electric_bike,4,12,7,609,7.87
member,classic_bike,4,12,19,331,15.56
member,electric_bike,4,12,20,223,8.27
member,classic_bike,5,1,12,478,9.03
member,electric_bike,6,1,7,469,7.45
casual,classic_bike,6,1,16,84,20.3
member,electric_bike,7,1,6,72,6.94
member,classic_bike,7,1,12,448,10.96
member,classic_bike,7,1,22,92,10.83
member,electric_bike,1,1,4,15,7.6
casual,classic_bike,1,1,18,35,13.26
member,electric_bike,2,1,10,161,10.34
member,electric_bike,2,1,14,252,7.56
member,classic_bike,2,1,21,134,13.77
member,classic_bike,3,1,16,630,14.08
member,electric_bike,3,1,21,120,7.03
casual,classic_bike,4,1,23,18,22.72
member,classic_bike,7,1,0,45,10.31
casual,electric_bike,3,1,17,141,8.27
member,classic_bike,7,1,17,320,10.08
member,electric_bike,7,1,20,127,8.79
member,classic_bike,2,1,9,271,9.36
casual,classic_bike,3,1,5,10,6.1
member,classic_bike,3,1,14,251,9.51
member,classic_bike,3,1,15,401,10.51
member,electric_bike,6,1,18,474,8.85
member,electric_bike,7,1,7,113,6.19
member,electric_bike,7,1,18,233,9.53
member,classic_bike,1,1,16,259,12.57
member,electric_bike,1,1,21,90,6.6
member,electric_bike,3,1,4,19,6.16
casual,classic_bike,3,1,11,40,23.47
member,classic_bike,4,1,9,418,10.82
member,classic_bike,7,2,7,102,8.93
member,classic_bike,7,2,8,188,10.89
member,electric_bike,7,2,12,296,7.26
member,electric_bike,7,2,19,189,9.13
member,electric_bike,1,2,14,339,8.15
member,electric_bike,2,2,9,305,7.04
member,classic_bike,2,2,14,368,16.01
casual,electric_bike,2,2,17,171,8.35
casual,electric_bike,2,2,23,27,6.93
member,classic_bike,3,2,2,5,9.6
casual,electric_bike,3,2,8,150,7.38
member,electric_bike,3,2,13,290,8.26
member,electric_bike,4,2,9,452,7.74
member,classic_bike,4,2,14,296,8.58
member,classic_bike,4,2,16,614,10.92
member,classic_bike,5,2,7,487,11.63
member,electric_bike,5,2,19,322,7.1
member,electric_bike,5,2,22,123,7.17
casual,electric_bike,6,2,3,10,8.6
member,classic_bike,6,2,11,317,10.49
casual,electric_bike,6,2,14,172,9.83
member,electric_bike,6,2,23,80,6.5
member,classic_bike,7,2,11,396,10.35
member,electric_bike,7,2,17,260,9.19
member,classic_bike,7,2,20,149,8.71
member,electric_bike,7,2,23,109,7.05
member,electric_bike,1,2,1,43,9.26
member,electric_bike,1,2,3,24,8.21
member,electric_bike,1,2,15,359,9.47
casual,electric_bike,2,2,22,47,10.02
member,electric_bike,3,2,15,517,8.53
member,electric_bike,4,2,4,26,6.42
casual,electric_bike,4,2,22,25,6.76
casual,electric_bike,5,2,14,105,11.28
member,classic_bike,5,2,20,244,10.14
member,electric_bike,1,2,13,292,8.33
casual,electric_bike,5,2,10,66,12.55
member,classic_bike,5,2,11,292,13.21
member,electric_bike,6,2,0,48,5.9
casual,classic_bike,6,2,9,49,15.9
casual,electric_bike,7,2,15,145,13.19
member,electric_bike,2,2,4,14,6.64
member,classic_bike,4,2,10,308,9.76
member,classic_bike,6,2,20,169,9.72
casual,electric_bike,7,3,4,21,10.19
member,classic_bike,7,3,22,185,9.41
member,classic_bike,1,3,3,28,11.68
member,classic_bike,1,3,14,812,12.95
casual,classic_bike,2,3,0,26,14.12
member,electric_bike,2,3,14,565,9.65
member,electric_bike,2,3,16,1492,9.58
member,classic_bike,2,3,21,358,9.56
member,classic_bike,3,3,10,407,9.87
casual,classic_bike,3,3,11,147,26.39
member,classic_bike,3,3,16,1257,12.52
member,electric_bike,5,3,7,773,8.83
member,classic_bike,5,3,19,554,11.97
member,electric_bike,5,3,20,307,8.93
casual,classic_bike,6,3,10,176,29.4
member,classic_bike,6,3,17,1426,15.07
member,classic_bike,6,3,19,780,13.37
casual,electric_bike,7,3,9,247,13.07
member,classic_bike,1,3,15,673,13.17
casual,electric_bike,1,3,17,263,16.6
member,electric_bike,2,3,10,302,9.67
casual,electric_bike,3,3,0,37,9.49
member,electric_bike,3,3,2,14,11.93
casual,classic_bike,3,3,6,43,12.19
member,classic_bike,3,3,13,438,9.3
member,classic_bike,3,3,14,437,11.09
casual,electric_bike,4,3,5,31,6.65
casual,electric_bike,4,3,6,89,7.16
member,classic_bike,6,3,0,74,10.74
member,electric_bike,6,3,6,358,8.75
member,electric_bike,6,3,18,849,11.72
member,classic_bike,7,3,0,129,10.94
casual,electric_bike,2,3,7,174,7.24
casual,classic_bike,2,3,12,230,30.87
casual,classic_bike,2,3,17,576,20.94
member,classic_bike,3,3,15,685,12.59
member,classic_bike,4,3,4,22,5.82
casual,electric_bike,4,3,7,229,7.08
casual,electric_bike,4,3,8,259,7.69
member,classic_bike,6,3,22,273,11.29
member,classic_bike,7,3,19,438,11.82
member,classic_bike,1,3,16,634,14.69
casual,electric_bike,2,3,6,125,7.07
casual,classic_bike,4,3,17,220,16.6
member,classic_bike,4,3,21,209,9.67
casual,electric_bike,5,3,9,114,8.54
casual,classic_bike,5,3,15,221,25.52
member,classic_bike,5,3,23,103,19.32
member,electric_bike,6,3,5,100,5.96
casual,classic_bike,6,3,16,781,25.54
member,electric_bike,6,3,20,400,10.87
casual,electric_bike,6,3,21,215,15.22
casual,classic_bike,7,3,1,109,22.42
casual,classic_bike,7,3,14,1011,29.87
member,electric_bike,1,3,9,302,8.93
casual,electric_bike,2,3,18,395,11.18
casual,electric_bike,2,3,20,174,11.58
member,electric_bike,3,4,13,633,8.51
casual,electric_bike,3,4,18,489,12.71
member,classic_bike,3,4,21,532,11.47
member,electric_bike,4,4,9,626,8.3
member,classic_bike,5,4,6,455,10.77
casual,electric_bike,5,4,14,334,17.62
member,electric_bike,6,4,0,56,10.7
member,classic_bike,6,4,6,376,10.86
casual,electric_bike,6,4,13,283,13.7
member,electric_bike,6,4,19,558,11.09
member,classic_bike,7,4,7,201,10.67
member,classic_bike,7,4,8,407,14.22
casual,electric_bike,7,4,10,323,14.26
member,classic_bike,1,4,2,49,8.51
member,classic_bike,1,4,9,531,11.31
member,electric_bike,1,4,14,543,11.85
casual,electric_bike,1,4,20,157,13.85
member,classic_bike,2,4,10,469,11.15
casual,electric_bike,2,4,17,567,13.35
member,classic_bike,4,4,13,701,10.23
casual,electric_bike,4,4,17,570,12.16
member,electric_bike,4,4,21,407,9.39
casual,electric_bike,5,4,13,261,15.87
member,electric_bike,6,4,12,521,9.95
member,electric_bike,7,4,19,465,10.17
member,electric_bike,1,4,13,591,11.61
member,classic_bike,2,4,14,660,11.65
casual,electric_bike,2,4,22,133,14.63
member,classic_bike,3,4,2,18,12.0
casual,electric_bike,3,4,7,266,7.97
casual,electric_bike,3,4,8,378,7.71
casual,classic_bike,3,4,22,129,14.95
member,classic_bike,4,4,14,618,10.97
casual,electric_bike,4,4,22,159,9.55
casual,electric_bike,5,4,15,402,11.99
casual,electric_bike,5,4,16,462,12.38
casual,classic_bike,6,4,9,208,22.25
casual,classic_bike,1,4,19,305,19.35
member,classic_bike,1,4,21,207,10.81
member,electric_bike,2,4,21,297,9.78
casual,electric_bike,6,4,1,39,9.31
casual,electric_bike,7,4,14,538,18.85
casual,electric_bike,1,4,8,117,13.67
member,electric_bike,1,4,16,560,11.97
casual,classic_bike,3,4,19,379,23.68
casual,classic_bike,4,4,8,210,15.08
casual,electric_bike,4,4,19,245,11.09
member,classic_bike,5,5,2,21,6.95
casual,electric_bike,5,5,8,423,8.63
casual,electric_bike,5,5,20,280,13.53
member,electric_bike,6,5,10,554,9.56
member,electric_bike,6,5,15,1356,10.74
member,classic_bike,7,5,4,52,11.79
casual,electric_bike,7,5,8,309,11.46
member,classic_bike,7,5,21,449,11.84
member,electric_bike,1,5,11,553,10.65
member,electric_bike,2,5,19,615,9.46
member,electric_bike,3,5,7,1162,9.08
member,electric_bike,3,5,11,376,9.84
casual,classic_bike,3,5,13,321,32.35
casual,electric_bike,4,5,13,273,12.89
casual,electric_bike,4,5,16,743,11.58
member,electric_bike,4,5,19,663,9.75
casual,electric_bike,5,5,11,380,17.48
casual,electric_bike,5,5,18,724,13.03
casual,classic_bike,6,5,17,1281,24.15
casual,electric_bike,6,5,18,809,14.55
casual,classic_bike,6,5,19,674,26.96
casual,classic_bike,7,5,17,1306,30.28
casual,electric_bike,1,5,2,86,9.65
member,classic_bike,2,5,8,1073,10.75
member,electric_bike,2,5,23,94,10.74
casual,classic_bike,3,5,15,430,33.29
member,electric_bike,4,5,12,511,9.11
member,classic_bike,4,5,20,759,11.23
casual,classic_bike,4,5,21,195,24.04
casual,electric_bike,6,5,7,344,9.78
casual,classic_bike,6,5,23,282,23.87
casual,classic_bike,7,5,22,399,30.97
casual,classic_bike,1,5,13,943,38.15
member,classic_bike,1,5,17,835,14.2
casual,electric_bike,2,5,15,564,16.8
casual,classic_bike,2,5,21,197,31.47
casual,classic_bike,5,5,22,205,18.48
casual,electric_bike,6,5,5,74,9.46
member,electric_bike,1,5,8,254,9.2
member,electric_bike,1,5,20,313,10.05
member,electric_bike,2,5,0,85,9.49
casual,electric_bike,2,5,10,260,19.49
member,electric_bike,4,5,22,267,9.78
casual,electric_bike,5,5,7,324,7.57
casual,electric_bike,6,5,11,503,17.71
casual,classic_bike,6,5,22,280,21.54
member,electric_bike,7,5,1,152,9.09
member,electric_bike,1,6,6,173,13.32
member,electric_bike,1,6,8,390,12.18
member,classic_bike,2,6,7,1731,12.22
member,electric_bike,2,6,17,2437,11.24
member,electric_bike,3,6,8,1562,10.14
casual,classic_bike,3,6,15,758,30.97
member,electric_bike,3,6,18,1378,12.08
casual,electric_bike,4,6,15,473,15.5
member,electric_bike,5,6,14,808,11.89
casual,electric_bike,6,6,7,308,10.43
member,electric_bike,6,6,14,834,10.61
member,classic_bike,6,6,21,612,15.99
casual,electric_bike,7,6,11,1158,19.85
casual,electric_bike,2,6,10,360,19.0
member,electric_bike,3,6,5,198,8.51
member,classic_bike,4,6,8,1395,11.25
casual,electric_bike,5,6,7,331,9.05
casual,electric_bike,5,6,8,446,10.03
casual,electric_bike,6,6,20,625,17.28
member,classic_bike,7,6,21,586,15.09
casual,classic_bike,7,6,23,670,34.43
casual,electric_bike,2,6,13,642,19.41
member,electric_bike,2,6,19,1136,10.93
member,classic_bike,4,6,6,581,11.04
member,electric_bike,4,6,12,568,9.91
member,classic_bike,5,6,2,25,9.56
casual,electric_bike,5,6,20,504,13.69
casual,classic_bike,6,6,0,146,23.75
casual,electric_bike,6,6,11,492,17.21
member,classic_bike,7,6,4,43,12.95
casual,electric_bike,7,6,7,199,13.75
casual,electric_bike,1,6,2,205,12.96
casual,electric_bike,5,6,6,195,8.9
member,electric_bike,5,6,10,530,12.19
member,electric_bike,6,6,1,81,7.6
member,classic_bike,3,7,23,207,14.31
member,classic_bike,4,7,5,374,14.38
member,electric_bike,5,7,10,658,10.74
member,electric_bike,5,7,14,1088,11.1
casual,electric_bike,6,7,7,272,10.74
member,electric_bike,6,7,14,781,12.86
member,electric_bike,7,7,1,163,10.38
casual,electric_bike,7,7,11,993,20.84
member,electric_bike,7,7,13,790,14.02
casual,electric_bike,1,7,2,283,18.47
member,classic_bike,1,7,22,270,13.71
casual,classic_bike,3,7,3,30,76.0
casual,classic_bike,5,7,12,833,31.55
casual,electric_bike,5,7,18,1231,14.93
member,classic_bike,6,7,4,58,10.78
casual,electric_bike,6,7,6,164,9.65
member,electric_bike,7,7,3,54,11.22
member,electric_bike,1,7,6,144,17.26
casual,classic_bike,1,7,13,1647,33.53
member,electric_bike,1,7,20,635,11.94
member,classic_bike,1,7,23,166,12.16
casual,electric_bike,2,7,10,337,20.83
casual,classic_bike,3,7,15,885,29.32
casual,electric_bike,5,7,6,330,9.45
casual,electric_bike,5,7,11,646,17.73
member,classic_bike,5,7,21,802,15.39
member,classic_bike,6,7,21,632,18.28
casual,classic_bike,2,7,9,335,27.79
member,classic_bike,3,7,22,457,16.05
casual,electric_bike,4,7,10,415,19.65
casual,electric_bike,6,7,8,439,13.64
casual,electric_bike,2,7,13,584,21.22
casual,electric_bike,5,7,8,718,9.73
member,electric_bike,6,8,16,2157,12.18
member,electric_bike,7,8,1,245,10.25
member,electric_bike,7,8,13,1176,13.31
member,electric_bike,1,8,8,492,11.51
casual,electric_bike,1,8,9,718,21.46
member,electric_bike,1,8,11,1099,13.6
member,classic_bike,2,8,11,887,10.78
member,classic_bike,2,8,18,1768,13.55
member,electric_bike,2,8,23,96,9.61
member,classic_bike,3,8,22,410,13.51
casual,electric_bike,4,8,10,304,17.66
casual,electric_bike,5,8,7,451,9.66
casual,electric_bike,6,8,7,482,10.3
casual,electric_bike,6,8,8,644,12.67
member,classic_bike,6,8,9,1147,11.97
casual,electric_bike,7,8,8,601,18.21
casual,electric_bike,2,8,14,634,18.86
casual,classic_bike,3,8,1,26,17.04
casual,classic_bike,3,8,10,409,36.71
member,electric_bike,3,8,11,524,11.66
member,classic_bike,3,8,23,181,12.03
casual,classic_bike,4,8,9,424,26.35
member,electric_bike,5,8,1,51,11.47
casual,electric_bike,5,8,5,89,8.55
member,electric_bike,5,8,13,731,10.93
member,electric_bike,5,8,14,822,11.55
casual,electric_bike,5,8,20,583,14.28
member,classic_bike,1,8,23,212,14.92
member,classic_bike,3,8,12,1009,11.67
casual,classic_bike,3,8,13,550,32.87
casual,classic_bike,4,8,2,27,15.04
